iter	Accuracy	Logloss
879	0.8263473054	0.4532667697
880	0.8263473054	0.453180633
881	0.8263473054	0.4530700945
882	0.8263473054	0.4529326642
883	0.8263473054	0.4527895798
884	0.8263473054	0.4527285191
885	0.8263473054	0.4526332692
886	0.8263473054	0.4525739712
887	0.8263473054	0.4525231802
888	0.8263473054	0.4524587832
889	0.8263473054	0.4523553663
890	0.8263473054	0.4522194866
891	0.8263473054	0.4521685131
892	0.8263473054	0.4520331695
893	0.8263473054	0.4519377681
894	0.8263473054	0.4518044776
895	0.8263473054	0.4517109493
896	0.8263473054	0.4515743183
897	0.8263473054	0.4514816405
898	0.8263473054	0.4513501009
899	0.8263473054	0.4512339339
900	0.8263473054	0.4510994548
901	0.8263473054	0.4510176642
902	0.8263473054	0.4509545034
903	0.8263473054	0.4508491107
904	0.8263473054	0.4507295849
905	0.8263473054	0.4506384061
906	0.8263473054	0.4505833091
907	0.8263473054	0.4505065328
908	0.8263473054	0.4504285055
909	0.8263473054	0.4503680532
910	0.8263473054	0.4502883726
911	0.8263473054	0.4502048969
912	0.8263473054	0.4501392028
913	0.8263473054	0.450040317
914	0.8263473054	0.4499532045
915	0.8263473054	0.449905322
916	0.8263473054	0.4498340717
917	0.8263473054	0.4497509418
918	0.8263473054	0.4496856791
919	0.8263473054	0.4496171706
920	0.8263473054	0.4495049842
921	0.8263473054	0.4494508878
922	0.8263473054	0.4493939299
923	0.8263473054	0.4493372823
924	0.8263473054	0.4492522268
925	0.8263473054	0.4491536115
926	0.8263473054	0.4490769956
927	0.8263473054	0.4490215482
928	0.8263473054	0.4489278663
929	0.8263473054	0.4488586258
930	0.8263473054	0.4487785909
931	0.8263473054	0.4487332825
932	0.8263473054	0.4486492351
933	0.8263473054	0.4485703767
934	0.8263473054	0.4485063537
935	0.8263473054	0.4483744045
936	0.8263473054	0.4482994559
937	0.8263473054	0.4482312605
938	0.8263473054	0.4481763526
939	0.8263473054	0.4481208732
940	0.8263473054	0.4480234363
941	0.8263473054	0.4479825645
942	0.8263473054	0.4479201642
943	0.8263473054	0.4477896835
944	0.8263473054	0.4477261107
945	0.8263473054	0.4476434988
946	0.8263473054	0.4475881797
947	0.8263473054	0.4475267528
948	0.8263473054	0.4474656586
949	0.8263473054	0.4473878329
950	0.8263473054	0.4473258892
951	0.8263473054	0.4472749546
952	0.8263473054	0.4471986278
953	0.8263473054	0.4470907696
954	0.8263473054	0.4470207831
955	0.8263473054	0.4469348999
956	0.8263473054	0.4468682362
957	0.8263473054	0.4467846515
958	0.8263473054	0.4466650582
959	0.8263473054	0.4466008024
960	0.8263473054	0.4465177577
961	0.8263473054	0.4464623339
962	0.8263473054	0.4463944245
963	0.8263473054	0.4463421342
964	0.8263473054	0.4462910511
965	0.8263473054	0.4462120372
966	0.8263473054	0.4461529792
967	0.8263473054	0.4461080909
968	0.8263473054	0.4459781335
969	0.8263473054	0.4458981853
970	0.8263473054	0.4458072807
971	0.8263473054	0.445743783
972	0.8263473054	0.4456602508
973	0.8263473054	0.4455774981
974	0.8263473054	0.4455049109
975	0.8263473054	0.4454218491
976	0.8263473054	0.4453359754
977	0.8263473054	0.4452295402
978	0.8263473054	0.4451548958
979	0.8263473054	0.4450947844
980	0.8263473054	0.4449685293
981	0.8263473054	0.4449237943
982	0.8263473054	0.44488295
983	0.8263473054	0.4448439923
984	0.8263473054	0.4448013613
985	0.8263473054	0.4447167269
986	0.8263473054	0.4446383507
987	0.8263473054	0.444566888
988	0.8263473054	0.4445069007
989	0.8263473054	0.444442184
990	0.8263473054	0.4443556398
991	0.8263473054	0.4442857625
992	0.8263473054	0.4442097366
993	0.8263473054	0.4441746821
994	0.8263473054	0.4440840416
995	0.8263473054	0.4440025371
996	0.8263473054	0.4439429535
997	0.8263473054	0.4438708708
998	0.8263473054	0.4437715365
999	0.8263473054	0.4436991663
